parameter,change,score,styles_score,technical_score,composition_score
motion_blur,4.0,0.5030130582717749,0.6081213299999959,0.6289188050000006,0.2719990398153324
motion_blur,5.0,0.49430106640444166,0.6036514993333342,0.6155498466666638,0.26370185321333445
original,0.0,0.6322826408531069,0.6843139840000012,0.7781357226666653,0.4343982158926654
pixelate,1.0,0.6170690531704415,0.6886514179999984,0.7466609299999989,0.4158948115113308
pixelate,2.0,0.6171754590162208,0.690776301999999,0.7468416515999996,0.4139084234486671
pixelate,3.0,0.5770232212880008,0.6712413177333276,0.676455155133335,0.3833731909973355
pixelate,4.0,0.5352289978237784,0.6392296738666651,0.6029892220306702,0.3634680975740021
pixelate,5.0,0.4858382534075587,0.5853191801333343,0.5396544569333305,0.3325411231559987
ratio,-5.0,0.5806314034457772,0.6652575960000019,0.7330541986666682,0.3435824156706668
ratio,-4.0,0.5888005641015562,0.670138141999996,0.7401362853333345,0.35612726497133484
ratio,-3.0,0.5974999628142226,0.674341414000002,0.7470524480000038,0.37110602644266477
ratio,-2.0,0.6076481927877777,0.6788660159999994,0.7554836546666667,0.3885949076966638
ratio,-1.0,0.6175859034077755,0.6829114559999985,0.7629783486666659,0.4068679055566678
ratio,1.0,0.6199299183708857,0.6798276206666665,0.7711792106666645,0.4087829237793346
ratio,2.0,0.6079565735439989,0.6731417853333324,0.7650453620000011,0.38568257329866457
ratio,3.0,0.5963041902813339,0.6657042306666657,0.7574272500000011,0.3657810901773329
ratio,4.0,0.585593123117775,0.6581320319999963,0.7499340419999998,0.3487132953533347
ratio,5.0,0.5764900371124448,0.6519253280000005,0.7427460379999999,0.3347987453373351
rightcornerscrop,-5.0,0.6128182466822233,0.6732093146666698,0.769619239999995,0.39562618538000005
rightcornerscrop,-4.0,0.615205973886223,0.6746722680000011,0.771191654666665,0.39975399899199987
rightcornerscrop,-3.0,0.6166600122166669,0.6759592019999974,0.7719539439999961,0.4020668906500017
rightcornerscrop,-2.0,0.6173673322153314,0.6757598686666644,0.7722814733333345,0.4040606546459995
rightcornerscrop,-1.0,0.6179116225791139,0.6769856253333294,0.7727865233333339,0.4039627190706667
rightcornerscrop,1.0,0.6178469047731115,0.6772499999999979,0.7719230093333321,0.4043677049860002
rightcornerscrop,2.0,0.6163279090973333,0.675542664666667,0.7710302513333315,0.40241081129200046
rightcornerscrop,3.0,0.614612667479553,0.674937580666664,0.7699676639999982,0.3989327577720018
rightcornerscrop,4.0,0.6137383137628879,0.6743191620000029,0.7696389466666667,0.3972568326220039
rightcornerscrop,5.0,0.6116645767580008,0.6725405206666647,0.7687422326666673,0.3937109769406656
rotate,-15.0,0.552880472541334,0.6520257233333331,0.7185346286666617,0.2880810656240001
rotate,-12.0,0.5637082525399975,0.6570368340000017,0.7263162066666708,0.30777171695333383
rotate,-9.0,0.5815525133682217,0.6656093780000009,0.7387208620000029,0.34032730010466555
rotate,-6.0,0.5926048137744467,0.669333721333335,0.747899760666669,0.36058095932333506
rotate,-3.0,0.6096556228740019,0.6748552079999955,0.7596449946666636,0.3944666659553326
rotate,3.0,0.6102163611608871,0.6743430080000007,0.7614501338000024,0.39485594168266736
rotate,6.0,0.5937497345568873,0.6675389473333341,0.7520822580000011,0.36162799833733333
rotate,9.0,0.5821156245188881,0.6639851666666656,0.7419154320000011,0.3404462748900005
rotate,12.0,0.5642028566155577,0.6540528873333346,0.7298234520000003,0.30873223051333293
rotate,15.0,0.5539194242602242,0.649117002666667,0.7225227333333339,0.2901185367806679
saturation,-1.0,0.6196488736755499,0.6701432886666674,0.7785325919999994,0.41027074036000083
saturation,-0.8,0.6202713347133332,0.6672839106666654,0.7809637259999983,0.41256636747333225
saturation,-0.6,0.621043121032001,0.6635524239999975,0.7821187006666691,0.41745823842933205
saturation,-0.4,0.6234529925033355,0.6661008973333388,0.7817690346666646,0.4224890455100017
saturation,-0.2,0.6268642770222248,0.6720390379999965,0.7800098161333306,0.42854397693333385
saturation,0.2,0.6296421719817793,0.6821134206666642,0.7720324459999977,0.43478064927866966
saturation,0.4,0.6273478675135549,0.6799016360000005,0.7665754639999971,0.43556650254066515
saturation,0.6,0.6235256258262208,0.6752513966666686,0.7604768499999995,0.4348486308119994
saturation,0.8,0.619703855023337,0.6708917860000004,0.7547169953333316,0.4335027837366652
saturation,1.0,0.6160696190644441,0.6668376566666714,0.7496965620000021,0.43167463852666677
shadows,-100.0,0.5729649155533345,0.596068879466666,0.7203397033333327,0.40248616386000186
shadows,-80.0,0.5853365516133339,0.6130382026666679,0.7335671186666649,0.40940433350666877
shadows,-60.0,0.5952492529288876,0.6275280140000025,0.7441560113333343,0.4140637334533361
shadows,-40.0,0.6020343606000006,0.6379444786666677,0.7516433153333321,0.41651528780000246
shadows,-20.0,0.6045398431528868,0.6422373393333324,0.754525395333332,0.41685679479199894
shadows,0.0,0.6050065965277771,0.6431717073333345,0.755105845333337,0.41674223691666673
shadows,20.0,0.6051190947777793,0.6434385593333318,0.7553720513333321,0.416546673666666
shadows,40.0,0.6049793388988889,0.6435114320000016,0.7553581913333344,0.41606839336333384
shadows,60.0,0.6036939321568953,0.642835644666669,0.7540000626666626,0.4142460891373339
shadows,80.0,0.5994012051128856,0.639557179333334,0.7487743008666636,0.40987213513866433
shadows,100.0,0.5905609361131094,0.6322353660000014,0.737016722666664,0.4024307196726655
temperature,2000.0,0.47095518643177836,0.5360018480000005,0.5950808860000018,0.28178282529533205
temperature,3000.0,0.5208307591933355,0.5582925093333295,0.656780872666669,0.34741889557999767
temperature,5000.0,0.6013340999024426,0.6420455233333353,0.7486368899999994,0.4133198863740017
temperature,6000.0,0.6259635470833359,0.6754981646666677,0.7727173686666656,0.42967510791666697
temperature,7000.0,0.6288534329342236,0.6773275513333409,0.7765090733333319,0.4327236741360014
temperature,8000.0,0.6232343464799981,0.6655967161333337,0.773456189333338,0.43065013397333457
temperature,10000.0,0.6129387791839985,0.6441675556000049,0.7673297359999972,0.42731904595200126
temperature,12000.0,0.6065441931904422,0.6308855806666666,0.7630806200000003,0.42566637890466613
temperature,14000.0,0.601990089501114,0.6218092276666659,0.7598311209333314,0.4243299199033336
temperature,16000.0,0.5984283912913319,0.6148403066666674,0.7572174633333335,0.42322740387400204
temperature,18000.0,0.5957104877235562,0.6098120784666647,0.7551600613333279,0.42215932337066614
temperature,20000.0,0.5937492383191133,0.6060770874000002,0.7536772299999983,0.42149339755733517
temperature,22000.0,0.5920317258288873,0.6030083636666673,0.7522674240000055,0.42081938982000083
temperature,25000.0,0.5903140514993387,0.5998104294000005,0.7508452763333326,0.4202864487646684
tint,0.75,0.48867070851777955,0.5106550259999988,0.6420986193333328,0.3132584802200001
tint,0.8,0.5192746556244423,0.5382050753333344,0.6727288149999973,0.34689007654000087
tint,0.85,0.5499127015148877,0.5712791253333346,0.7034080100000011,0.37505096921133374
tint,0.9,0.5830864119615566,0.6136524296666661,0.7359787973333259,0.399628008884667
tint,0.95,0.6158000603244457,0.6613017586666669,0.7661484733333284,0.4199499489733304
tint,1.05,0.6089144450213321,0.6357662583333361,0.757155768000003,0.43382130873066815
tint,1.1,0.5826059686577786,0.5830868735999989,0.7347588206666618,0.42997221170666877
tint,1.15,0.5579503409279979,0.5386340406666674,0.7120949253333355,0.4231220567839982
tint,1.2,0.5424786771166663,0.5131278771333335,0.6957726026666692,0.4185355515500014
tint,1.25,0.5317490590955576,0.49738582626666933,0.6834155906666672,0.41444576035333613
vcrop,-5.0,0.6179989079646706,0.6777617019999996,0.772763277333332,0.4034717445606654
vcrop,-4.0,0.6187037640817766,0.678520318666666,0.7733138179999961,0.4042771555786668
vcrop,-3.0,0.6189049637237768,0.6785690166666705,0.7736411993333377,0.4045046751713342
vcrop,-2.0,0.6194059998566684,0.678528322,0.7741161553333316,0.40557352223666815
vcrop,-1.0,0.6194360788397787,0.6785931686666644,0.7740003733333318,0.40571469451933084
vcrop,1.0,0.6189871487575577,0.6786862260000006,0.7725944886666626,0.40568073160600215
vcrop,2.0,0.6188236737748903,0.6784852200000009,0.7725930173333349,0.4053927839913334
vcrop,3.0,0.6181357247044463,0.6787385713333319,0.7720091886666685,0.4036594141133373
vcrop,4.0,0.6178270333531093,0.678333096666671,0.7718244173333315,0.4033235860593343
vcrop,5.0,0.6171654377193327,0.6779482773333361,0.7717861440000032,0.40176189182466726
vibrance,0.0,0.6304380211526671,0.6810037279999963,0.7770621886666669,0.43324814679133355
vibrance,20.0,0.6307237693471103,0.6817027846666691,0.7763812106666623,0.43408731270799983
vibrance,40.0,0.6308237716504471,0.6820123686666649,0.7758294246666723,0.4346295216179988
vibrance,60.0,0.6308241071791104,0.6822875353333312,0.775147358000001,0.4350374282039992
vibrance,80.0,0.6305211041264438,0.6821194026666679,0.7743462206666664,0.4350976890459997
vibrance,100.0,0.6301935186495569,0.6816815879999978,0.7736297506666725,0.4352692172819988
