contrast         ,pos ,-0.21038757666926336  ,0.20032210323674834
contrast         ,neg ,-0.7379009219358476   ,0.14345034182600694
brightness       ,pos ,-0.38083965122968744  ,0.19038186853818023
brightness       ,neg ,-0.1692952342214746   ,0.22084419602901098
saturation       ,pos ,-0.15719613490435416  ,0.22192430004470515
saturation       ,neg ,-0.21462665633277325  ,0.2535591027986789
shadows          ,pos ,-0.25977206749399256  ,0.3249244567535549
shadows          ,neg ,-0.27464009100311476  ,0.31519363633759434
highlights       ,pos ,-0.1733114094312689   ,0.31057342747944966
highlights       ,neg ,+0.026500302728345942 ,0.3196142574079664
exposure         ,pos ,-0.5513983122269804   ,0.21641579988668844
exposure         ,neg ,-0.6307409399966171   ,0.1672167851416329
vibrance         ,pos ,-0.06503602603397181  ,0.36671119966032145
vibrance         ,neg ,-0.06031920755639918  ,0.4264072178831447
temperature      ,pos ,-0.11461092210880118  ,0.21036401505413468
temperature      ,neg ,-0.4932313597941983   ,0.24547898500504722
tint             ,pos ,-0.385201204630418    ,0.21033247321069987
tint             ,neg ,-0.24783945672010238  ,0.25000539185107545
jpeg_compression ,pos ,-0.6953709485687724   ,0.15670901133859316
defocus_blur     ,pos ,-0.6167534011679953   ,0.18096498330458755
motion_blur      ,pos ,-0.5508259508399043   ,0.22384692342367862
pixelate         ,pos ,-0.6958675772211534   ,0.1306376174597988
gaussian_noise   ,pos ,-0.4014702282253121   ,0.34438058024097035
impulse_noise    ,pos ,-0.2903530112599266   ,0.4302896399846602
rotate           ,pos ,-0.1284515409043632   ,0.37521531196340135
rotate           ,neg ,-0.092460519373568    ,0.37871920354581595
hcrop            ,pos ,-0.12527555266247717  ,0.4309682444499271
hcrop            ,neg ,-0.11271605390198779  ,0.43173381951719225
vcrop            ,pos ,-0.1195315556764704   ,0.41923619448246224
vcrop            ,neg ,-0.08136763685797577  ,0.42694564910393223
leftcornerscrop  ,pos ,-0.15741035430673345  ,0.4139751617322995
leftcornerscrop  ,neg ,-0.11736668728337663  ,0.4275080171022385
rightcornerscrop ,pos ,-0.17070430228466593  ,0.40755842163447487
rightcornerscrop ,neg ,-0.1353026284961136   ,0.41552413240599495
ratio            ,pos ,-0.15909326763276     ,0.30885719232301484
ratio            ,neg ,-0.2233197978053921   ,0.30374901895511136
