contrast         ,pos ,-0.5416060521398434    ,0.125744123285347
contrast         ,neg ,-0.7583221357037444    ,0.1048138540487042
brightness       ,pos ,-0.35802818576667716   ,0.1598507781331099
brightness       ,neg ,-0.37788440155809      ,0.15857871074833918
saturation       ,pos ,-0.11415276146176348   ,0.1958304017992857
saturation       ,neg ,-0.08871173638528501   ,0.2220121763811381
shadows          ,pos ,-0.2578624592387443    ,0.3202095589582105
shadows          ,neg ,-0.24784634229337552   ,0.2631689255732216
highlights       ,pos ,-0.22289045075389274   ,0.26026870206226466
highlights       ,neg ,-0.0151536391232367    ,0.3277829804752943
exposure         ,pos ,-0.5559622394362196    ,0.18345009223108716
exposure         ,neg ,-0.5311170403691707    ,0.1700769644896302
vibrance         ,pos ,-0.017015893967009255  ,0.3403289134599874
vibrance         ,neg ,-0.048758711872593     ,0.5374705271723891
temperature      ,pos ,-0.3035620602933451    ,0.18531354146189563
temperature      ,neg ,-0.48530293560520654   ,0.195214328837536
tint             ,pos ,-0.48122918724894026   ,0.15582990631945956
tint             ,neg ,-0.42279063710743386   ,0.18358915612388954
jpeg_compression ,pos ,-0.5049021306998189    ,0.21820072710522243
defocus_blur     ,pos ,-0.2693794365821344    ,0.24015371155588086
motion_blur      ,pos ,-0.15322963198446576   ,0.3126936474095052
pixelate         ,pos ,-0.3247029984151805    ,0.19150874783041097
gaussian_noise   ,pos ,-0.2841817806826702    ,0.29255598384994397
impulse_noise    ,pos ,-0.23358920112643963   ,0.3078157198941704
rotate           ,pos ,+0.020660432715788726  ,0.3536791915814735
rotate           ,neg ,+0.0022506982229458295 ,0.3549989034928699
hcrop            ,pos ,-0.05244399979993511   ,0.3857597799213028
hcrop            ,neg ,-0.032725388704113234  ,0.38486883814397455
vcrop            ,pos ,-0.09109362111726127   ,0.37012418148272463
vcrop            ,neg ,+0.021759876498028373  ,0.37078087296780576
leftcornerscrop  ,pos ,-0.10400210948459424   ,0.3866679079028539
leftcornerscrop  ,neg ,-0.0023141689647302255 ,0.3911592969213919
rightcornerscrop ,pos ,-0.12735959447306058   ,0.38189076740828964
rightcornerscrop ,neg ,-0.012346917366869199  ,0.38343567820861085
ratio            ,pos ,-0.1239102647321185    ,0.28417446528925283
ratio            ,neg ,+0.0006160275791782983 ,0.2884777997264459
