contrast         ,pos ,-0.4082459809109441    ,0.17960091486807578
contrast         ,neg ,-0.5806652209396581    ,0.23190393555751698
brightness       ,pos ,-0.3046051831083378    ,0.1968266523634917
brightness       ,neg ,-0.2276402233676276    ,0.2192450934596713
saturation       ,pos ,-0.11142125784890873   ,0.22530430181033737
saturation       ,neg ,-0.12168474066860928   ,0.25900651807221836
shadows          ,pos ,-0.23837592195179574   ,0.3254955110646571
shadows          ,neg ,-0.1112923649132643    ,0.34141927404317723
highlights       ,pos ,-0.11748220143077459   ,0.3132272268753405
highlights       ,neg ,-0.05244181004108015   ,0.3189543375886105
exposure         ,pos ,-0.5794831452770951    ,0.19737207940102547
exposure         ,neg ,-0.44654877184519653   ,0.2259361129985521
vibrance         ,pos ,-0.00592644887579822   ,0.3734145952080648
vibrance         ,neg ,-0.0018437666604047842 ,0.41914976989264957
temperature      ,pos ,-0.18994825572706076   ,0.20221011503413341
temperature      ,neg ,-0.41828270316753985   ,0.26237159688537814
tint             ,pos ,-0.052715714555459155  ,0.25132173657563067
tint             ,neg ,-0.4176188347630303    ,0.21882775118790637
jpeg_compression ,pos ,-0.5140175041321411    ,0.2527222007203787
defocus_blur     ,pos ,-0.6252230962828342    ,0.1809692293914787
motion_blur      ,pos ,-0.44346644618483194   ,0.2702072179273453
pixelate         ,pos ,-0.20149862295787266   ,0.2593748500161147
gaussian_noise   ,pos ,-0.4144693953018203    ,0.2931875215275177
impulse_noise    ,pos ,-0.3530222570313298    ,0.3265366491908348
rotate           ,pos ,-0.12801671133908496   ,0.37386575059648147
rotate           ,neg ,-0.1121769443991727    ,0.3691754947383156
hcrop            ,pos ,-0.15119181067225912   ,0.42315059028550533
hcrop            ,neg ,-0.1689681170001101    ,0.41486970890254227
vcrop            ,pos ,-0.14632530185652404   ,0.4123907596099758
vcrop            ,neg ,-0.10631154873887655   ,0.41780322224325384
leftcornerscrop  ,pos ,-0.2110307285673669    ,0.392997501955444
leftcornerscrop  ,neg ,-0.18024164993772684   ,0.4000996866429186
rightcornerscrop ,pos ,-0.20545306282951015   ,0.3965971051763416
rightcornerscrop ,neg ,-0.16100452503382814   ,0.40658429879277364
ratio            ,pos ,-0.20429166117838393   ,0.3029597052062929
ratio            ,neg ,-0.2668161723686242    ,0.28336673177677557
